conversation_ID	utt_1	utt_2	emotion
780		We have been on the road six hours and you have been asleep for five and a half !	anger
780	We have been on the road six hours and you have been asleep for five and a half !	We are switching at the next rest stop and you are going to drive all the way back ! That will be your punishment , you greedy sleeper !	anger
780	We have been on the road six hours and you have been asleep for five and a half !	Yeah ! And until then you are going to sing to me because the radio broken and you are selfish but have a nice voice .	anger
780		Yeah ! And until then you are going to sing to me because the radio broken and you are selfish but have a nice voice .	anger
780	And until then you are going to sing to me because the radio broken and you are selfish but have a nice voice .	Really ? I do not	surprise
780	And until then you are going to sing to me because the radio broken and you are selfish but have a nice voice .	Sing ! !	anger
780	Really ? I do not	Sing ! !	anger
302		Gunther , you know what , I am a terrible waitress , do you know why I am a terrible waitress ?	anger
302	this is not what I want to do .	Gunther , you know what , I am a terrible waitress , do you know why I am a terrible waitress ?	anger
302		I do not care which pot is regular and which pot is decaf , I do not care where the tray spot is , I just do not care , this is not what I want to do .	anger
302	this is not what I want to do .	So I do not think I should do it anymore .	sadness
302		So I do not think I should do it anymore .	sadness
302	this is not what I want to do .	I am gonna give you my weeks notice .	sadness
302	I do not think I should do it anymore .	I am gonna give you my weeks notice .	sadness
302	I am gonna give you my weeks notice .	What ? !	surprise
302		Gunther , I quit .	sadness
302	I quit .	Does this mean we are gonna have to start paying for coffee ?	surprise
302		Does this mean we are gonna have to start paying for coffee ?	surprise
322	You would better go for it .	Please , I am not going for anything .	disgust
322	I am not going for anything .	Well , if you do not , I will .	anger
920		There is just so much pressure .	anger
838		It tastes like feet !	disgust
838		I like it .	joy
838	I like it .	Are you kidding ?	surprise
98		No , no , no , do not you dare bail on me .	anger
98		Yes , I know , but her friend sounds like such a ...	sadness
98	Pathetic mess	Yes , I know , but her friend sounds like such a ...	sadness
98		Come on , man , she is needy , she is vulnerable . I am thinking , cha ... ching !	joy
98	She said yes	Yes ! Way to go , man ! Still got the egg , huh ?	joy
604	Westminster Abbey !	All right !	joy
604		Westminster Abbey !	joy
604	they are thinking of changing the name of this place .	Really ? To what ?	surprise
604		To Put the Camera Away ! ! !	anger
305		Well , I lost .	sadness
305	I lost .	Some little girl loaned her uniform to her nineteen year old sister , who went down to the U . S . S .	sadness
305	Some little girl loaned her uniform to her nineteen year old sister , who went down to the U . S . S .	Nimitz , and sold over 2000 boxes .	anger
305		Nimitz , and sold over 2000 boxes .	anger
305		Hey ! How would the interview go ?	joy
305		Oh , I blew it . I would not of even hired me .	sadness
305	I blew it .	Oh , come here sweetie , listen , you are gonna go on like a thousand interviews before you get a job .	sadness
305		That is not how that was supposed to come out .	sadness
305	I lost .	This is the worst Christmas ever .	sadness
305	I blew it .	This is the worst Christmas ever .	sadness
305		This is the worst Christmas ever .	sadness
305	maybe you should just , you know stay here at the coffee house .	I can not !	anger
305		It is too late !	anger
305		Terry already hired that girl over there .	sadness
305	Terry already hired that girl over there .	Look at her , she is even got waitress experience .	sadness
305		Look at her , she is even got waitress experience .	sadness
305	Terry already hired that girl over there .	Last night she was teaching everybody how to make napkin ... swans .	sadness
305	she is even got waitress experience .	Last night she was teaching everybody how to make napkin ... swans .	sadness
305		Last night she was teaching everybody how to make napkin ... swans .	sadness
512		There is like ... there is like 300 bucks in this one !	surprise
512	Why is nobody writing these down ?	Because your all gonna make up fake specials and make me cook them like you did the other night ?	anger
512	Because we can remember them .	Because your all gonna make up fake specials and make me cook them like you did the other night ?	anger
512		Because your all gonna make up fake specials and make me cook them like you did the other night ?	anger
1306		Hello baby girl .	joy
370		Exactly . So you did not , did not mention anything to Issac right ?	fear
370	I tell Issac everything .	You tell , of course you do . Issac . Issac . Hey , Issac . Issac , hi ! You know we have not actually met ...	sadness
370		You dog !	joy
370		Oh , hey , man I know , does not matter how much we love em , monogamy is too cruel a rule .	sadness
370		Aw , no problem dude . You know we got to look out for each other . We are the same , you and me .	joy
370	We are the same , you and me .	Yeah , we are .	joy
370	We are the same , you and me .	Yeah , we are .	joy
370	We are the same , you and me .	No , we are not ! !	anger
124		I can not believe you would actually say that . I would much rather be Mr . Peanut than Mr . Salty .	surprise
124	I would much rather be Mr . Peanut than Mr . Salty	No way ! Mr . Salty is a sailor , all right , he is got to be , like , thetoughest snack there is .	anger
124		Oh my God . You guys ! You gotta come see this ! There is some creep out there with a telescope !	fear
124	There is some creep out there with a telescope !	I can not believe it ! He is looking right at us !	surprise
124		I can not believe it ! He is looking right at us !	surprise
124	There is some creep out there with a telescope !	Oh , that is so sick .	disgust
124	He is looking right at us !	Oh , that is so sick .	disgust
124		Oh , that is so sick .	disgust
124	There is some creep out there with a telescope !	I feel violated . And not in a good way .	disgust
124	He is looking right at us	I feel violated . And not in a good way .	disgust
124		I feel violated . And not in a good way .	disgust
124	There is some creep out there with a telescope !	How can people do that ? ... Oh , you guys , look ! Ugly Naked Guy got gravity boots !	surprise
124	He is looking right at us !	How can people do that ? ... Oh , you guys , look ! Ugly Naked Guy got gravity boots !	surprise
124		How can people do that ? ... Oh , you guys , look ! Ugly Naked Guy got gravity boots !	surprise
124		How can people do that ? ... Oh , you guys , look ! Ugly Naked Guy got gravity boots !	surprise
124		How can people do that ? ... Oh , you guys , look ! Ugly Naked Guy got gravity boots !	surprise
124		How can people do that ? ... Oh , you guys , look ! Ugly Naked Guy got gravity boots !	surprise
1159		Hey . Soaps ? Shampoos ? Are you really taking all this stuff ?	surprise
1159		Yeah but you do not need ... What is this ?	surprise
1159		Score ! Where are the disposable cameras ?	joy
1159	Where are the disposable cameras ?	The cameras ? Remember last night I told you to take them ?	surprise
1159	What disposable cameras ?	The cameras ? Remember last night I told you to take them ?	surprise
1159	The cameras ? Remember last night I told you to take them ?	Yes ! Remember ? Right before we cut the cake , I went up to you and I said	surprise
1159	No you did not .	Yes ! Remember ? Right before we cut the cake , I went up to you and I said	surprise
1159		So you do not have the cameras ? !	surprise
1159	So you do not have the cameras ? !	No . Sorry man .	sadness
1159		No . Sorry man .	sadness
1159	So you do not have the cameras ? !	So ? What ? What ? They are gone ! Monica gonna freak !	surprise
1159	No .	So ? What ? What ? They are gone ! Monica gonna freak !	surprise
1159		So ? What ? What ? They are gone ! Monica gonna freak !	surprise
1159	I am sure they are still somewhere here in the hotel . I will ... I will help you look for them .	Great .	joy
610		Monica , why have you brought me here of all places ? !	surprise
610		I tell you , this wedding is not going to happen .	anger
610		And the musicians , look , they can go over here , okay ? And the chairs can face this way , and ... You go .	joy
610		It is perfect .	joy
610		Ohh . And I do not even have a date .	sadness
146		Oh , boy , do they suck .	anger
146		Look , look at your man , Ewing . Nice shot . You know what , he could not hit water if he was standing on a boat .	disgust
146		The Celtics ? Ha . They could not hit a boat if ... wait . They suck , alright ?	disgust
146	They suck	Oh , shut up . You know , it is a rebuilding year . You ... waah !	anger
146	waah !	Wha ? Wha ... aa ? Let me get the father . Hey , we need a father over here ! We need a father !	fear
146	There is no father .	Oh , oh , oh , sorry .	sadness
53	senior year of college ... on a pool table .	Whoooaa !	surprise
53	my weirdest place would have to be ... the women room on the second floor of the New York CIty public library .	Oh my God ! What were you doing in a library ?	surprise
53	Disneyland , 1989 , It is a Small World After All .	No way !	surprise
1232		Joey ? Could you get that ? What are you doing here ? I thought you were in your room ?	surprise
1232	These are for you .	Ohh , Lilies . Joey , they are my favorite . Thank you .	joy
1232		Ohh , Lilies . Joey , they are my favorite . Thank you .	joy
1232	This is so great !	Oh man !	joy
1232		This is so great !	joy
1232	This is so great !	I actually feel like I am going on a real date !	joy
1232		I actually feel like I am going on a real date !	joy
1232		Oh , a subscription to Playboy , my kind of woman .	surprise
1232	so this roommate of yours ... is he good looking ?	Oh yeah , it must be tough to keep your hands of him , huh ?	joy
1232	Hm ... mmm	Oh yeah , it must be tough to keep your hands of him , huh ?	joy
1232	I am pretty sure he is gay .	No ... no ... no ... no , he is not ! No ! Why are you trying to ruin the game ? Come on !	anger
1232		No ... no ... no ... no , he is not ! No ! Why are you trying to ruin the game ? Come on !	anger
386	"I say , "" Hey , let go hang out at Totally Nude Nudes , """	"And then , and then , you turn to me and say , "" Nah , let just hang out at your place . "" Well , that was a nice move dumb ass ."	joy
386		"And then , and then , you turn to me and say , "" Nah , let just hang out at your place . "" Well , that was a nice move dumb ass ."	joy
476	You know where I work !	I do ?	surprise
476		You still work at the multiplex ?	surprise
476		Oh , like I would give up that job ! Free popcorn and candy , anytime I want . I can get you free posters for your room .	joy
1313	I need to talk to you .	About what ?	surprise
1002		Hey guys check it out ! My mom sent me the paper !	joy
1002	My mom sent me the paper !	Ooh , let see it !	joy
257	this is a half ... caf , double tall , easy hazel nut , non ... fat , no foam , with whip , extra hot latte , right ?	Okay , great .	joy
257	this is a half ... caf , double tall , easy hazel nut , non ... fat , no foam , with whip , extra hot latte	You freak .	disgust
257		You freak .	disgust
257		Isabella Rosselini .	surprise
257	Isabella Rosselini .	Are you serious ? Oh my God .	surprise
257		Damn ! I can not believe I took her off my list .	anger
257	I can not believe I took her off my list .	Why ? Cause otherwise you would go for it ?	surprise
257		Why ? Cause otherwise you would go for it ?	surprise
257	Cause otherwise you would go for it ?	Oh ... oh , you lie .	surprise
257	Yeah , maybe .	Oh ... oh , you lie .	surprise
257	you lie .	What ? You do not think I would go up to her ?	surprise
257		What ? You do not think I would go up to her ?	surprise
257	You do not think I would go up to her ?	Yeah , well missy , you better be glad that list is laminated .	anger
257	it took you ten years to finally admit you liked me .	Yeah , well missy , you better be glad that list is laminated .	anger
257	you go ahead , we will call her an alternate .	Rach , are you really gonna let him do this ?	surprise
257		Rach , are you really gonna let him do this ?	surprise
257		Honey , he is about to go hit on Isabella Rosselini . I am just sorry we do not got popcorn .	joy
1284		Oh honey , I think I am having one too !	surprise
1284		Look at this ! There we go !	joy
1093		"Sorry , I just do not like the idea of when I say "" I do , "" he is thinking , "" Yeah , I would do her too ! """	anger
1093		Well , we are trying to find someone to perform our wedding and they are all either boring or annoying or you know , can not stop staring at the ladies .	disgust
1093		Oo ! You should have one of us do it !	joy
1093		No ! No ! It is ... it is uh a real thing ! Anyone can get ordained on the Internet and perform like weddings and stuff !	joy
1093	I call it ! !	What ? ! No ! It was my idea !	anger
1093	neither of you is marrying us .	Does calling it not mean anything anymore ? !	anger
1093		Does calling it not mean anything anymore ? !	anger
1202		Ah , no ... no ... no just Ross . Ross and Joey is embarrassing enough .	disgust
1202		I am sorry I gotta cancel tonight baby	sadness
82	boy scouts could have camped under there .	Oooooo ...	disgust
82		""" Ooo , "" what ?"	surprise
82	Oooooo ...	""" Ooo , "" what ?"	surprise
82		She is gonna hate me .	fear
815		Nice car !	joy
815		I love your car .	joy
815	do you like leather seats ?	Yeah !	joy
815		Yeah !	joy
815	do you like leather seats ?	It is got em !	joy
815	Yeah !	It is got em !	joy
815		It is got em !	joy
758		Hey Monica , it is Joey !	joy
758	Hey Monica , it is Joey !	Hey Joey ! Aww , you remembered even though you are a big star !	joy
758		Hey Joey ! Aww , you remembered even though you are a big star !	joy
758		Do you have a chair with your name on it ?	joy
758		Everybody smile ! Okay , thanks a lot ! Enjoy your stay at Caesar ! We hope it is toga ... rrific !	joy
548	I need one fake ticket to Yemen .	One ticket to Yemen ?	surprise
548		I am sorry sir , I do not understand .	sadness
548		Are you travelling with a child ?	surprise
548	What would you give to a kid if he wanted a ticket to play with ?	Are you travelling with a child ?	surprise
168		I am just saying , if I see one more picture of Ed Begley Jr ... in that stupid electric car , I am gonna shoot myself !	disgust
168		I can not believe you would rather go out with him than me .	surprise
168	I can not believe you would rather go out with him than me .	Would you excuse me , please ? I am trying to have a date here .	anger
168	you would rather go out with him than me .	I do not get it . What do you see in this guy , anyway ?	surprise
168		I do not get it . What do you see in this guy , anyway ?	surprise
168		Ross , it is too hard .	sadness
168		Ross , you are like my best friend .	sadness
168	If we broke up , and I lost you	Ross , you are like my best friend .	sadness
168		If we broke up , and I lost you ...	fear
591		Look what I got ! Look what I got ! Look what I got ! Can you believe they make these for little people ?	surprise
591		Okay , look at this one . This is my favourite .	joy
591		Oh , that is so sweet !	joy
591	that is so sweet !	I know ! Phoebe is gonna love dressing them in these !	joy
591		I know ! Phoebe is gonna love dressing them in these !	joy
591		Huh . Except , Phoebe not gonna be the one that gets to dress them .	sadness
591	Phoebe not gonna be the one that gets to dress them .	Because she is not gonna get to keep the babies .	sadness
591		Because she is not gonna get to keep the babies .	sadness
591	she is not gonna get to keep the babies .	Oh my God ! We are throwing the most depressing baby shower ever !	sadness
591		Oh my God ! We are throwing the most depressing baby shower ever !	sadness
591		Unless , we give her all gifts she can use after she is done being pregnant .	joy
591	we give her all gifts she can use after she is done being pregnant .	Oh , and somebody can get those leather pants she is always wanted !	joy
591		Oh , and somebody can get those leather pants she is always wanted !	joy
591		Oh , she is gonna love that !	joy
351		Aw , you are right , you are right . I am sorry .	joy
353		Yeah , are you just going down there to gawk at that hot girl with the belly button ring again ?	anger
353	are you just going down there to gawk at that hot girl with the belly button ring again ?	Yeah !	joy
353	Yeah ! You wanna come ?	Yeah !	joy
1183		Hey ! How my pal Toby doing today ?	joy
1183	How my pal Toby doing today ?	Toby !	joy
1183	If I see him , I will ask .	Toby !	joy
1183	What do you think of adding him to our team ?	Bob ? Ooh , working here with us ? Everyday ? Yeah , I do not know if he has what it takes .	surprise
1183		Bob ? Ooh , working here with us ? Everyday ? Yeah , I do not know if he has what it takes .	surprise
1183	I do not know if he has what it takes .	Really ? They love him down on six .	surprise
432		It is good to have you guys on my team , and I come to play .	joy
432		Now , let go out there and get em !	joy
432		Yes , but there is two in martini , soo everybody back to my office .	joy
432	I heard what you said , funny .	I like funny .	joy
432		This team is about hard work , but it is also about having fun .	joy
432		Good to have you aboard Bing !	joy
916		Look , I ... Look , I am having a great time with you and I just do not want us to move to fast or put to much pressure on us .	fear
916		So , I am sorry I just do not think we should go away together yet .	sadness
916	I just do not think we should go away together yet .	It is ... it is too soon .	sadness
916		It is ... it is too soon .	sadness
916	I think you misunderstood what I was saying . I just wanted to tell you that I am going to Florida for a couple weeks .	No . I think you misunderstood what I was saying .	surprise
916		You are so adorable .	joy
703	Grandma died .	Umm , well I sorta have some bad news , can I come in ?	sadness
703		Umm , well , umm ... Grandma died .	sadness
703	Grandma died .	No , she just died today ! Okay , umm , we are having a memorial service tomorrow .	sadness
703		No , she just died today ! Okay , umm , we are having a memorial service tomorrow .	sadness
40		Ok , I know this is gonna sound really stupid , but I feel that if I can do this , you know , if I can actually do my own laundry , there is not anything I can not do .	joy
40		I am sorry , that is all the time we have .	sadness
1074	you want to kill yourself	No ... no wait ... wait ! I can not just let you hang up ! Just please talk to me .	fear
1074		Yeah ! Now , why do you want to kill yourself ?	sadness
1074		It is just that I uh , have been working for ten years now at this meaningless , dead ... end job and nobody here even knows I exist !	sadness
1074	I ... I am sure that people know you exist !	Oh yeah ?	sadness
1139		You are an Aquarius , huh ?	joy
1139	Sagittarius ?	Yep .	joy
1139		Yep .	joy
1139	Sagittarius ?	I knew it ! I knew it , ahh ...	joy
1139	Yep .	I knew it ! I knew it , ahh ...	joy
1139		I knew it ! I knew it , ahh ...	joy
504		The waiter carried the breadsticks in his pants !	anger
504		Well , you said that we except the Discover Card , which we do not !	anger
504		But I stand by my review , I know food and that was not it .	disgust
504	You are marinara sauce tasted like tomato juice !	But I stand by my review , I know food and that was not it .	disgust
504	I know food and that was not it .	You are marinara sauce tasted like tomato juice !	disgust
504		You are marinara sauce tasted like tomato juice !	disgust
504	I know food and that was not it .	You should serve it with vodka and a piece of celery .	disgust
504	You are marinara sauce tasted like tomato juice !	You should serve it with vodka and a piece of celery .	disgust
504	You are marinara sauce tasted like tomato juice !	Hey ! I am proud of that sauce , it is delicious .	anger
504	I am proud of that sauce , it is delicious .	Oh my God ! You own an Italian restaurant and you think that tastes good ? ! Where are you even from ?	surprise
504		Oh my God ! You own an Italian restaurant and you think that tastes good ? ! Where are you even from ?	surprise
504	You are marinara sauce tasted like tomato juice !	Hand me those tomatoes , I am gonna show you what it should taste like ! Come on , hand me them .	anger
504	I am proud of that sauce , it is delicious .	Hand me those tomatoes , I am gonna show you what it should taste like ! Come on , hand me them .	anger
504	you think that tastes good ? !	Hand me those tomatoes , I am gonna show you what it should taste like ! Come on , hand me them .	anger
59	The last candle about to burn out .	Oh , look look look .	surprise
59		Kinda ... spooky without any lights .	fear
59		OK , guys , guys ? I have the definitive one . Mwwwooooo ... hah ... hah ...	joy
1176		I still do not get why Greg and Jenny would give us a fake number .	anger
1176	if they knew what they were doing they probably did not give you real names either .	Okay , maybe people give out fake numbers , but they do not give out fake names .	anger
1176		Oh yeah ? Hi , Ken Adams , nice to meet you .	joy
1176	nice to meet you .	Regina Philange .	joy
1176	Greg and Jenny would give us a fake number .	I still do not get it , we did not do anything wrong .	sadness
1176		I still do not get it , we did not do anything wrong .	sadness
1176	I still do not get why Greg and Jenny would give us a fake number .	I know ! Although , you did tell an awful lot of jokes .	anger
1176	we did not do anything wrong .	I know ! Although , you did tell an awful lot of jokes .	anger
1176		I know ! Although , you did tell an awful lot of jokes .	anger
1176	you did tell an awful lot of jokes .	I thought you said those jokes were funny . Joke ! Joke ! Joke !	surprise
1176		I thought you said those jokes were funny . Joke ! Joke ! Joke !	surprise
1176	you did tell an awful lot of jokes .	Joke . Joke . Blah ! Blah !	disgust
530		You know what , I do not know how comfortable I am going to see how hot the sex is between some guy and your girlfriend .	disgust
530		Hey !	joy
530	Hey !	Hey Mon ! Want some pancakes ?	joy
530		Hey Mon ! Want some pancakes ?	joy
530		You made pancakes ?	surprise
530	You made pancakes ?	Yep ! Grab a plate .	joy
530		Yep ! Grab a plate .	joy
530		No ... no , stay right there . Getting closer .	joy
530	we are watching the game here Saturday night , if people want to come over .	Oh yeah !	joy
1034	there is uh , some people outside , askin about candy .	Well , they are just gonna have to wait are not they ? I have only got two hands ! !	anger
1034		No ! You do not know the system ! I do not need nobody messing with the system !	anger
91	if I go first , I wanna be looking for my keys .	That is a good one !	joy
91		That is a good one !	joy
91	Ronni here	Huh ?	surprise
446		I mean naked game . Strip poker , we should totally play strip poker .	joy
446	we should totally play strip poker .	No , no !	disgust
446	we should totally play strip poker .	What are you crazy ? !	disgust
446	What are you crazy ? !	Come on ! When you go away , you ... you have to play , it is like a law !	sadness
446	Allll done !	Aww , thank you .	joy
446	who next ? !	Come on , please ? ! I am bored ! You let me do it once before .	sadness
446	No ! No way !	Come on , please ? ! I am bored ! You let me do it once before .	sadness
446		Come on , please ? ! I am bored ! You let me do it once before .	sadness
408		I am quitting ! ! Woo ... hoo ! I am okay ! ! I am all right ! !	joy
408		Wow ! That is exciting , you went to Japan , made up a woman .	surprise
408	That is exciting , you went to Japan , made up a woman .	What ?	surprise
408		I am just saying , this woman , I mean she is fictitious . No ?	surprise
408		You are good . You are good !	joy
408	You are good . You are good !	Yeah , no , I am fairly intuitive and psychic . It is a substantial gift .	joy
408		Yeah , no , I am fairly intuitive and psychic . It is a substantial gift .	joy
408		Listen , can you promise me that you will not tell her ?	fear
60	this has been fun .	Yes . Yes , thanks for letting me use your phone ... and for saving my life .	joy
60		Yes . Yes , thanks for letting me use your phone ... and for saving my life .	joy
387	Here you go .	Thank you .	joy
387		Hi !	joy
387	Hi !	Hi ! All right , let go shoppin ! !	joy
387		Hi ! All right , let go shoppin ! !	joy
387		Hi ! All right , let go shoppin ! !	joy
387		Hi ! All right , let go shoppin ! !	joy
387		Hi ! All right , let go shoppin ! !	joy
387	since you were with Ross , I ... I did not do anything about it .	But , now that you are not , I would really like to ask you out sometime .	joy
387		But , now that you are not , I would really like to ask you out sometime .	joy
387	I have kinda of had this ah , this crush on you .	Wow ! Umm ...	surprise
387	I would really like to ask you out sometime .	Wow ! Umm ...	surprise
749		Hey Chandler , what are you doing here ?	surprise
749	I am here to report a crime .	Yeah ?	surprise
749	you thinking about asking Phoebe to move in with you	Uh , are you crazy ? Are you insane ? If you live with Phoebe , you two are gonna be you know , live ... living together !	surprise
749		Uh , are you crazy ? Are you insane ? If you live with Phoebe , you two are gonna be you know , live ... living together !	surprise
419	Are you okay ?	Fabulous .	joy
419		Fabulous .	joy
419		Listen , drama critics they are nothing but , but people who could not make it as actors . You know what you should do ?	anger
315	Are you insane ? I mean Joey , is going to kill you , he is actually going to kill you dead .	Okay ! You do not think I thought of that ?	anger
315		Okay ! You do not think I thought of that ?	anger
315		How can you not know which one ?	surprise
315	you not know which one	I mean that is unbelievable .	surprise
315		I mean that is unbelievable .	surprise
315	Which one is Gina ?	You see you can not tell which one is which either , dwha ! !	anger
315	Dark , big hair , with the airplane earrings .	You see you can not tell which one is which either , dwha ! !	anger
315	No , no , no , that is Dina .	You see you can not tell which one is which either , dwha ! !	anger
315		You see you can not tell which one is which either , dwha ! !	anger
1332		I believe I read that somewhere !	joy
1332	you put that on my alumni page !	That only is not funny , it is physically impossible !	anger
1332	you put that on my alumni page !	Okay ?	anger
1332	you put that on my alumni page !	Depending on the species I would have to have a six foot long ...	anger
1332	you put that on my alumni page !	It is not funny !	anger
1332		I can not believe you put that on my alumni page !	anger
1332	I can not believe you put that on my alumni page !	Who cares ? Nobody reads those things	surprise
1332	you put that on my alumni page !	You would better hope not because I just read what you put on your page today .	anger
1332	you put that on my alumni page !	Oh oh oh ! I RESPECTFULLY DISAGREE ! !	anger
511		Chandler ! ! You have the best taste in men !	joy
511		Patrick and I had such a great time last night ! I mean I think this could maybe turn into something serious .	joy
511	I think this could maybe turn into something serious .	Really ? ! I ... I thought you were not looking for something serious ? I thought you were looking for some kind of a fling .	surprise
511		Well , you know , possibly . You did not tell him that , though ? Right ?	fear
511		You told this guy that I was looking for a fling ? ! You do not tell the guy that !	anger
511		Oh , between you telling him that I wanted to have a fling and me putting out on the first date ... oh , he is so gonna get the wrong idea .	sadness
801	Rach , why do not you just move in with me ?	Whoa ! Whoa ! Whoa , Joey !	surprise
801		Well , it would be easier to move just right across the hall . Wait a minute , unless you are thinking about Naked Wednesday .	disgust
801	unless you are thinking about Naked Wednesday .	Thursday clearly not good for you , pick a day !	anger
801		Thursday clearly not good for you , pick a day !	anger
514		Enough !	anger
1	I realize I am totally naked .	Then I look down , and I realize there is a phone ... there .	surprise
1		Then I look down , and I realize there is a phone ... there .	surprise
1	I realize I am totally naked .	Instead of ... ?	surprise
1	Then I look down , and I realize there is a phone ... there .	Instead of ... ?	surprise
1		Instead of ... ?	surprise
1	I realize I am totally naked .	That is right .	anger
1	Then I look down , and I realize there is a phone ... there .	That is right .	anger
1	Instead of ...	That is right .	anger
87		Oh , but he was my pig man ...	sadness
87		How did I not see this ?	surprise
87		Oh ! I know ! It is because ... he is gorgeous , and he is charming , and when he looks at you ...	joy
87	How did I not see this ?	Oh , God ...	sadness
87	Oh , God ...	Should I not have told you ?	sadness
87		Uh , I just liked it better before it was better ...	sadness
1272		Wow ! How do you know how to do that ? !	surprise
1272		Remember that guy that gave me a bad review ? Well ... I am getting my revenge !	joy
1272		You cooked him ?	surprise
1272	Restaurant reviewer admits : I was wrong about Monica .	Oh , I cannot wait to read the front page of the Post tomorrow !	joy
1272		""" Restaurant reviewer admits : I was wrong about Monica . """	joy
1272	I cannot wait to read the front page of the Post tomorrow !	The front page ? You really do live in your own little world , do not you ?	surprise
1272	""" Restaurant reviewer admits : I was wrong about Monica . """	The front page ? You really do live in your own little world , do not you ?	surprise
38		I have gotta tell you , Bob is terrific .	joy
38	Bob is terrific .	Yeah , is not he ?	joy
38		It is so great to meet a guy who is smart and funny , and has an emotional age beyond , like eight .	joy
38		You know what else ? He is unbelievable in bed .	joy
38	He is unbelievable in bed .	Wow . My brother never even told me when he lost his virginity .	surprise
38		Wow . My brother never even told me when he lost his virginity .	surprise
1056		Limited seating my ass . Let see who made the cut . Hi !	anger
1056	I am a relative and I did not get invited !	Limited seating my ass . Let see who made the cut . Hi !	anger
1056		Used to work with her . Used to ! I am a relative and I did not get invited ! A	anger
1056		"Stop saying , "" Blood "" to strangers ."	disgust
1056	I am a relative and I did not get invited !	So , how about you huh ? How do you know the happy couple ?	anger
421	it is coffee .	Ice coffee ? Tell me it is ice coffee !	surprise
421	It is ... it is hot	Hot coffee ! ! !	anger
421		Hot coffee ! ! !	anger
421	You were gonna spill hot coffee all over me	You idiot ! !	anger
421		You were gonna spill hot coffee all over me , huh ? ! !	anger
421	You were gonna spill hot coffee all over me	What are you just some big , dumb , stupid , doofy idiot , with a doofy idiot hairdo , huh ? !	anger
421	You were gonna spill hot coffee all over me	Huh ?	anger
421		Hey !	surprise
421	Hey !	Tommyyyy ! Say , what your favourite thing about summer ?	joy
421		Tommyyyy ! Say , what your favourite thing about summer ?	joy
421	what your favourite thing about summer ?	Ohh , that is a good one .	joy
421	Probably the smell of freshly cut grass .	Ohh , that is a good one .	joy
421		Ohh , that is a good one .	joy
183		Ross , you are being silly . I have tried it , it is no big deal . Just taste it .	joy
183	Just taste it .	That would be no .	disgust
183	it is kinda sweet , sorta like	Cantaloupe juice .	joy
183		Cantaloupe juice .	joy
183		You have tasted it ? You have tasted it .	surprise
183	You have tasted it ? You have tasted it .	Oh , you have tasted it .	anger
183		Oh , you have tasted it .	anger
183	You have tasted it ? You have tasted it .	Gimme the bottle . Gimme the towel .	anger
183	you have tasted it .	Gimme the bottle . Gimme the towel .	anger
412	I have to tell you something .	What ?	surprise
412		Does it have to do with Joey ?	surprise
412		Does it have to do with ... with Chandler and that sock that he keeps by his bed ?	surprise
412	Chandler and that sock that he keeps by his bed	No , but let come back to that later !	surprise
412		No , but let come back to that later !	surprise
112		I do not know . We are talking about whipped fish , Monica . I am just happy I am keeping it down , you know ?	disgust
112		My God ! What happened to you ?	surprise
112		Eight and a half hours of aptitude tests , intelligence tests , personality tests ... and what do I learn ?	anger
112	""" You are ideally suited for a career in data processing for a large multinational corporation . """	Eight and a half hours of aptitude tests , intelligence tests , personality tests ... and what do I learn ?	anger
112	Eight and a half hours of aptitude tests , intelligence tests , personality tests ... and what do I learn ?	""" You are ideally suited for a career in data processing for a large multinational corporation . """	anger
112		""" You are ideally suited for a career in data processing for a large multinational corporation . """	anger
112	""" You are ideally suited for a career in data processing for a large multinational corporation . """	That is so great ! Cause you already know how to do that !	joy
112		That is so great ! Cause you already know how to do that !	joy
112	Eight and a half hours of aptitude tests , intelligence tests , personality tests ... and what do I learn ?	Can you believe it ? I mean , do not I seem like somebody who should be doing something really cool ?	anger
112	""" You are ideally suited for a career in data processing for a large multinational corporation . """	Can you believe it ? I mean , do not I seem like somebody who should be doing something really cool ?	anger
112		Can you believe it ? I mean , do not I seem like somebody who should be doing something really cool ?	anger
112		Oh , hey ! You can see your nipples through this shirt !	surprise
112		Here you go , maybe this will cheer you up .	joy
150		Ew ! What is that ? Something exploded !	disgust
150	It is just her water breaking .	Water breaking , what do you mean ? What that , water breaking ?	surprise
150		Water breaking , what do you mean ? What that , water breaking ?	surprise
344	Hi .	Hi , sweetie !	joy
344		Hi , sweetie !	joy
344		I have got some bad news .	sadness
344	I can get a quick bite to eat , but then I have to come back up here .	I have got some bad news .	sadness
344	I have got some bad news .	What ?	fear
344		I can get a quick bite to eat , but then I have to come back up here .	sadness
344	I can get a quick bite to eat , but then I have to come back up here .	Come on sweetie ! You have had to work late every night for the past two weeks , what is it this time ?	sadness
344		Come on sweetie ! You have had to work late every night for the past two weeks , what is it this time ?	sadness
344	he is leaving for a better job .	Oh well that is great , so I guess this is ah , this is good bye then . Huh ? Good bye .	joy
344		Oh well that is great , so I guess this is ah , this is good bye then . Huh ? Good bye .	joy
344	he is leaving for a better job .	Well we are gonna miss you around here .	sadness
344		Well we are gonna miss you around here .	sadness
344	we are gonna miss you around here .	Yeah , me too .	sadness
582		This sucks ! I did not know I had to stay up all night before I went to this stupid sleep clinic ! I am so tired !	anger
582		Hi !	joy
582	they are not gonna get married anyway !	What ?	surprise
